p6216	a1
p1526	t2586
p1558	t2586
p6247	t2586
p6325	t2586
p6353	t2586
p6826	t2586
p6893	t2586
p9148	t2586
p362	t2587
p961	t2587
p3022	t2587
p9502	t2587
p947	t2588
p6153	t2588
p11017	t2588
p11092	t2588
p14244	t2588
p2269	t2589
p2310	t2589
p5187	t2589
p7769	t2589
p9786	t2589
p11769	t2589
p13979	t2589
p14038	t2589
p14213	t2589
p14274	t2589
p14360	t2589
p364	t2590
p1350	t2590
p6532	t2590
p7220	t2590
p9050	t2590
p10438	t2590
p10503	t2590
p365	t2591
p6300	t2591
p366	t2592
p6057	t2592
p11279	t2592
p11994	t2592
p366	t2593
p366	t2594
p1212	t2595
p1358	t2595
p4280	t2595
p4792	t2595
p6137	t2595
p7526	t2595
p9180	t2595
p367	t2596
p1215	t2596
p4947	t2596
p6623	t2596
p7148	t2596
p368	t2597
p369	t2598
p4902	t2599
p371	t2600
p3122	t2600
p372	t2601
p11485	t2601
p372	t2602
p372	t2603
p3282	t2604
p4020	t2604
p4028	t2604
p9129	t2604
p9251	t2604
p9281	t2604
p9289	t2604
p9554	t2604
p9558	t2604
p11335	t2604
p11389	t2604
p13935	t2604
p3556	t2605
p5063	t2605
p5638	t2605
p373	t2606
p373	t2607
p6230	t2607
p374	t2608
p2850	t2608
p783	t2609
p1085	t2609
p5901	t2609
p6028	t2609
p6537	t2609
p6992	t2609
p375	t2610
p8216	t2610
p10390	t2610
p10417	t2610
p10748	t2610
p1581	t2611
p2194	t2611
p2898	t2611
p5751	t2611
p5833	t2611
p6392	t2611
p7996	t2611
p8106	t2611
p10152	t2611
p10614	t2611
p11710	t2611
p645	t2612
p995	t2612
p3119	t2612
p3205	t2612
p3633	t2612
p4612	t2612
p4823	t2612
p5148	t2612
p6806	t2612
p8089	t2612
p9284	t2612
p9334	t2612
p11503	t2612
p13103	t2612
p13192	t2612
p13612	t2612
p13782	t2612
p13790	t2612
p13932	t2612
p13956	t2612
p14044	t2612
p551	t2613
p1081	t2613
p2168	t2613
p4471	t2613
p6089	t2613
p6175	t2613
p7282	t2613
p7304	t2613
p7339	t2613
p8530	t2613
p10005	t2613
p10133	t2613
p10390	t2613
p524	t2614
p589	t2614
p6339	t2614
p6383	t2614
p6646	t2614
p6987	t2614
p7422	t2614
p467	t2615
p477	t2615
p3796	t2615
p5862	t2615
p6097	t2615
p6161	t2615
p7443	t2615
p7511	t2615
p390	t2616
p808	t2616
p376	t2617
p377	t2618
p377	t2619
p2210	t2619
p4926	t2619
p5616	t2619
p7756	t2619
p8109	t2619
p10262	t2619
p10533	t2619
p10967	t2619
p11027	t2619
p11030	t2619
p499	t2620
p672	t2620
p1266	t2620
p7483	t2621
p633	t2622
p2712	t2622
p4759	t2622
p7640	t2622
p9827	t2622
p10463	t2622
p10980	t2622
p379	t2623
p5594	t2623
p10511	t2623
p379	t2624
p5594	t2624
p6896	t2624
p10511	t2624
p380	t2625
p626	t2625
p4883	t2625
p5254	t2625
p9065	t2625
p9779	t2625
p10850	t2625
p3204	t2626
p3398	t2626
p3464	t2626
p3823	t2626
p4130	t2626
p9032	t2626
p9203	t2626
p9268	t2626
p9527	t2626
p11264	t2626
p11456	t2626
p11686	t2626
p11725	t2626
p11790	t2626
p11820	t2626
p12072	t2626
p12387	t2626
p12465	t2626
p12879	t2626
p13158	t2626
p13428	t2626
p13702	t2626
p381	t2627
p805	t2627
p381	t2628
p6879	t2628
p381	t2629
p6879	t2629
p382	t2630
p5336	t2630
p4975	t2631
p6515	t2631
p385	t2632
p385	t2633
p937	t2633
p385	t2634
p386	t2634
p1217	t2634
p11414	t2634
p385	t2635
p386	t2635
p463	t2635
p1217	t2635
p1298	t2635
p1532	t2635
p5968	t2635
p386	t2636
p1217	t2636
p387	t2637
p750	t2637
p6428	t2637
p389	t2638
p391	t2639
p2105	t2639
p4069	t2639
p5949	t2639
p6323	t2639
p6935	t2639
p10266	t2639
p13074	t2639
p392	t2640
p393	t2641
p394	t2642
p1437	t2642
p395	t2643
p8166	t2643
p9488	t2643
p12241	t2643
p13668	t2643
p14196	t2643
p395	t2644
p10912	t2644
p11087	t2644
p11502	t2644
p11564	t2644
p13237	t2644
p13562	t2644
p396	t2645
p12785	t2645
p397	t2646
p1150	t2646
p1429	t2646
p1483	t2646
p2116	t2646
p4809	t2646
p7979	t2646
p11070	t2646
p397	t2647
p5896	t2647
p398	t2648
p398	t2649
p6129	t2650
p6129	t2651
p760	t2652
p3341	t2652
p4627	t2652
p5288	t2652
p7561	t2652
p7956	t2652
p7965	t2652
p10514	t2652
p10690	t2652
p11754	t2652
p6432	t2653
p7186	t2654
p405	t2655
p994	t2655
p6438	t2655
p7173	t2655
p9097	t2655
p406	t2656
p8828	t2656
p9125	t2656
p13887	t2656
p406	t2657
p6339	t2657
p6537	t2657
p406	t2658
p875	t2659
p1115	t2659
p2347	t2659
p2712	t2659
p2867	t2659
p2906	t2659
p3100	t2659
p4869	t2659
p4886	t2659
p5243	t2659
p5294	t2659
p5477	t2659
p5514	t2659
p5581	t2659
p5748	t2659
p5767	t2659
p5787	t2659
p5820	t2659
p7339	t2659
p7352	t2659
p7421	t2659
p7675	t2659
p7920	t2659
p7994	t2659
p8254	t2659
p8990	t2659
p9268	t2659
p9748	t2659
p9785	t2659
p9859	t2659
p10433	t2659
p10832	t2659
p10851	t2659
p10891	t2659
p13253	t2659
p1876	t2660
p13957	t2660
p14197	t2660
p615	t2661
p2808	t2661
p3862	t2661
p6582	t2661
p7238	t2661
p8959	t2661
p9962	t2661
p455	t2662
p4704	t2662
p4717	t2662
p12739	t2662
p407	t2663
p2402	t2664
p2436	t2664
p408	t2665
p2337	t2666
p12699	t2666
p14176	t2666
p409	t2667
p1232	t2667
p1403	t2667
p1549	t2667
p9290	t2667
p9556	t2667
p410	t2668
p3676	t2668
p4171	t2668
p11273	t2668
p11324	t2668
p11549	t2668
p11849	t2668
p12724	t2668
p412	t2669
p412	t2670
p1347	t2670
p2275	t2670
p7513	t2670
p10539	t2670
p13973	t2670
p7204	t2671
p10894	t2671
p2466	t2672
p5913	t2672
p6014	t2672
p6054	t2672
p6799	t2672
p7029	t2672
p7225	t2672
p12176	t2672
p7388	t2673
p5834	t2674
p413	t2675
p414	t2676
p2949	t2676
p5267	t2676
p5373	t2676
p5397	t2676
p5451	t2676
p6467	t2676
p8425	t2676
p8503	t2676
p9724	t2676
p9744	t2676
p10754	t2676
p11065	t2676
p11297	t2676
p13937	t2676
p7776	t2677
p415	t2678
p5556	t2678
p7839	t2678
p12687	t2678
p12890	t2678
p415	t2679
p945	t2679
p980	t2679
p1183	t2679
p2116	t2679
p3776	t2679
p3822	t2679
p4569	t2679
p5021	t2679
p5541	t2679
p5601	t2679
p5630	t2679
p6117	t2679
p6647	t2679
p7518	t2679
p415	t2680
p4036	t2680
p6231	t2680
p6538	t2680
p8970	t2680
p14119	t2680
p14305	t2680
p6039	t2681
p7283	t2681
p14312	t2681
p11834	t2682
p8633	t2683
p3162	t2684
p6744	t2684
p7629	t2684
p687	t2685
p964	t2685
p6887	t2685
p420	t2686
p420	t2687
p1267	t2688
p2520	t2688
p424	t2689
p424	t2690
p930	t2690
p1279	t2690
p2783	t2690
p3089	t2690
p3624	t2690
p4582	t2690
p4660	t2690
p5326	t2690
p6713	t2690
p8630	t2690
p10020	t2690
p10347	t2690
p10348	t2690
p10641	t2690
p14114	t2690
p4037	t2691
p425	t2692
p9167	t2692
p10511	t2692
p13187	t2692
p9969	t2693
p621	t2694
p5834	t2694
p7290	t2694
p1073	t2695
p1127	t2695
p1418	t2695
p3048	t2695
p3549	t2695
p6194	t2695
p7443	t2695
p11511	t2695
p11671	t2695
p12498	t2695
p426	t2696
p8506	t2696
p8746	t2696
p426	t2697
p3246	t2697
p427	t2698
p427	t2699
p428	t2700
p428	t2701
p429	t2702
p444	t2702
p429	t2703
p429	t2704
p4182	t2704
p4558	t2704
p7867	t2704
p8200	t2704
p8691	t2704
p10608	t2704
p11321	t2704
p12963	t2704
p13298	t2704
p430	t2705
p432	t2705
p2536	t2705
p4160	t2705
p4550	t2705
p432	t2706
p433	t2707
p433	t2708
p443	t2709
p476	t2709
p541	t2709
p6805	t2709
p435	t2710
p589	t2710
p1220	t2710
p436	t2711
p859	t2711
p1274	t2711
p2126	t2711
p2244	t2711
p2644	t2711
p2656	t2711
p2666	t2711
p2688	t2711
p2691	t2711
p2842	t2711
p5273	t2711
p5412	t2711
p6087	t2711
p6624	t2711
p7372	t2711
p7605	t2711
p9864	t2711
p10016	t2711
p10047	t2711
p10234	t2711
p10475	t2711
p10719	t2711
p10853	t2711
p12569	t2711
p437	t2712
p875	t2712
p2198	t2712
p5243	t2712
p10851	t2712
p10891	t2712
p438	t2713
p6891	t2713
p438	t2714
p3119	t2714
p3187	t2714
p3201	t2714
p3338	t2714
p5858	t2714
p8395	t2714
p10039	t2714
p10797	t2714
p11053	t2714
p11503	t2714
p12913	t2714
p12941	t2714
p13612	t2714
p13994	t2714
p14263	t2714
p438	t2715
p3201	t2715
p5008	t2715
p5854	t2715
p5858	t2715
p7482	t2715
p8140	t2715
p8562	t2715
p8883	t2715
p10039	t2715
p11173	t2715
p12345	t2715
p12913	t2715
p12941	t2715
p14263	t2715
p7158	t2716
p7408	t2716
p2823	t2717
p7015	t2717
p9018	t2717
p440	t2718
p441	t2719
p1423	t2719
p4287	t2719
p8216	t2719
p11830	t2719
p12554	t2719
p12738	t2719
p13685	t2719
p13790	t2719
p441	t2720
p3456	t2720
p3570	t2720
p8007	t2720
p10345	t2720
p12220	t2720
p441	t2721
p1391	t2721
p3265	t2721
p3950	t2721
p4104	t2721
p4475	t2721
p10076	t2721
p11717	t2721
p12028	t2721
p13182	t2721
p522	t2722
p3044	t2722
p7080	t2722
p12557	t2722
p1022	t2723
p4695	t2723
p4870	t2723
p6640	t2723
p6959	t2723
p7002	t2723
p7303	t2723
p8277	t2723
p8958	t2723
p9811	t2723
p13307	t2723
p5049	t2724
p11710	t2724
p443	t2725
p1505	t2725
p4627	t2725
p6332	t2725
p9010	t2725
p443	t2726
p443	t2727
p5462	t2728
p12100	t2728
p570	t2729
p1091	t2729
p1220	t2729
p2522	t2729
p6304	t2729
p6457	t2729
p7252	t2729
p8765	t2729
p13499	t2729
p1166	t2730
p1587	t2730
p3606	t2730
p3607	t2730
p4243	t2730
p4335	t2730
p4519	t2730
p5382	t2730
p5623	t2730
p7491	t2730
p7672	t2730
p7684	t2730
p7812	t2730
p7839	t2730
p7968	t2730
p8176	t2730
p8812	t2730
p8914	t2730
p9117	t2730
p9474	t2730
p9926	t2730
p11285	t2730
p11316	t2730
p11713	t2730
p11853	t2730
p11888	t2730
p11949	t2730
p12531	t2730
p13726	t2730
p1025	t2731
p1257	t2731
p1501	t2731
p1550	t2731
p2538	t2731
p2769	t2731
p3244	t2731
p3735	t2731
p3891	t2731
p4841	t2731
p5813	t2731
p6043	t2731
p6161	t2731
p6655	t2731
p6859	t2731
p9422	t2731
p11933	t2731
p12143	t2731
p12152	t2731
p12167	t2731
p13279	t2731
p13632	t2731
p13847	t2731
p13914	t2731
p14062	t2731
p446	t2732
p446	t2733
p2134	t2733
p4383	t2733
p4885	t2733
p5378	t2733
p7749	t2733
p7789	t2733
p8206	t2733
p8210	t2733
p8317	t2733
p8562	t2733
p8610	t2733
p9793	t2733
p446	t2734
p6724	t2735
p448	t2736
p448	t2737
p449	t2738
p450	t2739
p472	t2739
p1327	t2739
p1500	t2739
p5904	t2739
p7117	t2739
p450	t2740
p672	t2741
p4498	t2741
p5931	t2741
p6859	t2741
p7114	t2741
p12233	t2741
p12751	t2741
p9133	t2742
p5872	t2743
p7262	t2743
p451	t2744
p451	t2745
p952	t2745
p3231	t2745
p7268	t2745
p7312	t2745
p7680	t2745
p7840	t2745
p8104	t2745
p8283	t2745
p8713	t2745
p8960	t2745
p9077	t2745
p9564	t2745
p9734	t2745
p10620	t2745
p11740	t2745
p12806	t2745
p12808	t2745
p14153	t2745
p452	t2746
p452	t2747
p3010	t2747
p3092	t2747
p3648	t2747
p3702	t2747
p10957	t2747
p11524	t2747
p11557	t2747
p11940	t2747
p11946	t2747
p11957	t2747
p11980	t2747
p12197	t2747
p13034	t2747
p13483	t2747
p13872	t2747
p13873	t2747
p452	t2748
p4615	t2748
p10140	t2748
p10744	t2748
p455	t2749
p4276	t2749
p4821	t2749
p5506	t2749
p7280	t2749
p13305	t2749
p13670	t2749
p930	t2750
p8384	t2751
p10585	t2751
p12826	t2751
p12979	t2752
p728	t2753
p1214	t2753
p8085	t2753
p10754	t2753
p13839	t2753
p2577	t2754
p7013	t2754
p10912	t2754
p457	t2755
p457	t2756
p6134	t2756
p458	t2757
p12469	t2757
p458	t2758
p9344	t2758
p11753	t2758
p710	t2759
p711	t2759
p2230	t2759
p2333	t2759
p2425	t2759
p2509	t2759
p3181	t2759
p5218	t2759
p5293	t2759
p5843	t2759
p5845	t2759
p7192	t2759
p9722	t2759
p10772	t2759
p11075	t2759
p2688	t2760
p10355	t2760
p938	t2761
p1161	t2761
p1222	t2761
p1283	t2761
p7141	t2761
p10033	t2761
p590	t2762
p5878	t2763
p6820	t2763
p9340	t2763
p13348	t2763
p13815	t2763
p1585	t2764
p6495	t2765
p9928	t2765
p13713	t2765
p602	t2766
p719	t2766
p3930	t2766
p6525	t2766
p7555	t2766
p12550	t2767
p1010	t2768
p2517	t2768
p2790	t2768
p10652	t2769
p11761	t2769
p461	t2770
p463	t2771
p2212	t2771
p2736	t2771
p2875	t2771
p5705	t2771
p5956	t2771
p5970	t2771
p7990	t2771
p10294	t2771
p10897	t2771
p14174	t2771
p14275	t2771
p463	t2772
p1053	t2772
p7423	t2772
p463	t2773
p4854	t2773
p5725	t2773
p5798	t2773
p7434	t2773
p463	t2774
p1298	t2774
p7836	t2774
p9885	t2774
p13249	t2774
p2543	t2775
p8789	t2775
p9791	t2775
p14374	t2775
p2340	t2776
p10149	t2776
p6985	t2777
p464	t2778
p464	t2779
p773	t2779
p1987	t2779
p2228	t2779
p2639	t2779
p2976	t2779
p3053	t2779
p3228	t2779
p3305	t2779
p3864	t2779
p4004	t2779
p4232	t2779
p4347	t2779
p4416	t2779
p4457	t2779
p4653	t2779
p5105	t2779
p5783	t2779
p6414	t2779
p7525	t2779
p8425	t2779
p8497	t2779
p8543	t2779
p8560	t2779
p9601	t2779
p9897	t2779
p10966	t2779
p11748	t2779
p12488	t2779
p12695	t2779
p12740	t2779
p13321	t2779
p13396	t2779
p13425	t2779
p13970	t2779
p13979	t2779
p14014	t2779
p14027	t2779
p14078	t2779
p14141	t2779
p14256	t2779
p14280	t2779
p14364	t2779
p464	t2780
p465	t2781
p465	t2782
p466	t2783
p3538	t2783
p12026	t2783
p467	t2784
p13841	t2784
p468	t2785
p8315	t2785
p11034	t2785
p12782	t2785
p469	t2786
p470	t2787
p2324	t2787
p2345	t2787
p2493	t2787
p3053	t2787
p3794	t2787
p4232	t2787
p4362	t2787
p4425	t2787
p10116	t2787
p11748	t2787
p13282	t2787
p14142	t2787
p900	t2788
p2401	t2788
p4445	t2788
p4911	t2788
p5511	t2788
p6790	t2788
p7361	t2788
p7373	t2788
p7438	t2788
p8513	t2788
p11579	t2788
p471	t2789
p1081	t2789
p1471	t2789
p6474	t2789
p4558	t2790
p9415	t2790
p472	t2791
p950	t2791
p3331	t2791
p472	t2792
p473	t2793
p524	t2793
p1327	t2793
p1391	t2793
p2768	t2793
p2974	t2793
p3488	t2793
p3533	t2793
p3534	t2793
p3541	t2793
p4278	t2793
p5585	t2793
p5704	t2793
p7564	t2793
p9398	t2793
p11135	t2793
p11855	t2793
p11969	t2793
p12791	t2793
p474	t2794
p7620	t2794
p648	t2795
p664	t2795
p677	t2795
p893	t2795
p951	t2795
p1245	t2795
p1534	t2795
p1582	t2795
p5908	t2795
p5995	t2795
p6090	t2795
p6304	t2795
p6647	t2795
p7003	t2795
p7273	t2795
p7368	t2795
p9246	t2795
p9514	t2795
p11285	t2795
p11608	t2795
p12294	t2795
p12298	t2795
p13398	t2795
p476	t2796
p6364	t2796
p13698	t2796
p477	t2797
p1547	t2797
p4584	t2797
p6876	t2797
p8904	t2797
p10145	t2797
p5842	t2798
p783	t2799
p9364	t2799
p9500	t2799
p12334	t2799
p479	t2800
p6043	t2800
p6746	t2800
p482	t2801
p482	t2802
p2394	t2802
p2414	t2802
p2536	t2802
p6485	t2802
p6486	t2802
p483	t2803
p483	t2804
p584	t2804
p585	t2804
p767	t2804
p830	t2804
p919	t2804
p921	t2804
p1038	t2804
p5405	t2804
p7176	t2804
p483	t2805
p5383	t2805
p6907	t2805
p7309	t2805
p485	t2806
p6831	t2806
p9144	t2806
p9360	t2806
p9414	t2806
p485	t2807
p6228	t2808
p6588	t2808
p8145	t2808
p11152	t2808
p11827	t2808
p489	t2809
p723	t2809
p1072	t2809
p6273	t2809
p7543	t2809
p9047	t2809
p10871	t2809
p12771	t2809
p14201	t2809
p489	t2810
p2655	t2810
p8169	t2810
p9344	t2810
p10980	t2810
p11753	t2810
p490	t2811
p6797	t2812
p6117	t2813
p10459	t2813
p5897	t2814
p4722	t2815
p5046	t2815
p9522	t2815
p10104	t2815
p12177	t2815
p493	t2816
p6039	t2816
p494	t2817
p6171	t2818
p6419	t2818
p7161	t2818
p10595	t2818
p13507	t2818
p13812	t2818
p519	t2819
p1343	t2819
p2369	t2819
p2429	t2819
p2951	t2819
p8891	t2819
p9558	t2819
p11720	t2819
p12235	t2819
p754	t2820
p2693	t2820
p10137	t2821
p496	t2822
p1115	t2822
p1147	t2822
p1179	t2822
p2786	t2822
p2840	t2822
p4873	t2822
p4874	t2822
p4982	t2822
p5385	t2822
p5583	t2822
p5615	t2822
p5675	t2822
p5680	t2822
p5695	t2822
p5701	t2822
p7030	t2822
p7462	t2822
p7660	t2822
p8086	t2822
p12263	t2822
p12947	t2822
p14084	t2822
p497	t2823
p936	t2823
p997	t2823
p1575	t2823
p5582	t2823
p6164	t2823
p7424	t2823
p7498	t2823
p14254	t2823
p497	t2824
p6337	t2824
p498	t2825
p498	t2826
p675	t2826
p1285	t2826
p2312	t2826
p2907	t2826
p5416	t2826
p7037	t2826
p9254	t2826
p9628	t2826
p10788	t2826
p14362	t2826
p498	t2827
p765	t2827
p1056	t2827
p6757	t2827
p7044	t2827
p8298	t2827
p10168	t2827
p10329	t2827
p10504	t2827
p10662	t2827
p10749	t2827
p13201	t2827
p14173	t2827
p499	t2828
p709	t2828
p6914	t2828
p11001	t2828
p500	t2829
p500	t2830
p5616	t2830
p10078	t2830
p501	t2831
p503	t2832
p1118	t2832
p1147	t2832
p1294	t2832
p2226	t2832
p2844	t2832
p2867	t2832
p4207	t2832
p4920	t2832
p4940	t2832
p5138	t2832
p5219	t2832
p5238	t2832
p5384	t2832
p5486	t2832
p5549	t2832
p5550	t2832
p5558	t2832
p5589	t2832
p5680	t2832
p5683	t2832
p5684	t2832
p5761	t2832
p6364	t2832
p6538	t2832
p7170	t2832
p7472	t2832
p7508	t2832
p7972	t2832
p8352	t2832
p8366	t2832
p9660	t2832
p9663	t2832
p9728	t2832
p10253	t2832
p10563	t2832
p10581	t2832
p11562	t2832
p13003	t2832
p13551	t2832
p14154	t2832
p626	t2833
p1109	t2833
p1420	t2833
p1502	t2833
p1527	t2833
p5408	t2833
p6641	t2833
p6934	t2833
p7449	t2833
p7455	t2833
p8176	t2833
p10402	t2833
p10422	t2833
p504	t2834
p8517	t2835
p8714	t2835
p13342	t2835
p505	t2836
p506	t2836
p6108	t2837
p688	t2838
p998	t2838
p3788	t2838
p7051	t2838
p8404	t2838
p8770	t2838
p507	t2839
p5266	t2839
p5808	t2839
p9069	t2839
p507	t2840
p1221	t2840
p1394	t2840
p1436	t2840
p1563	t2840
p5267	t2840
p5397	t2840
p6101	t2840
p12911	t2840
p507	t2841
p1221	t2841
p1394	t2841
p1436	t2841
p1577	t2841
p2774	t2841
p3147	t2841
p5214	t2841
p5257	t2841
p5267	t2841
p7431	t2841
p9439	t2841
p9679	t2841
p12848	t2841
p12878	t2841
p2371	t2842
p2388	t2842
p2407	t2842
p2470	t2842
p2478	t2842
p2479	t2842
p2484	t2842
p2487	t2842
p5461	t2842
p5926	t2842
p750	t2843
p6428	t2843
p508	t2844
p742	t2844
p6579	t2844
p7358	t2844
p508	t2845
p1314	t2846
p8381	t2846
p510	t2847
p511	t2848
p13353	t2848
p511	t2849
p11781	t2849
p511	t2850
p2792	t2850
p4648	t2850
p4706	t2850
p5758	t2850
p6595	t2850
p7795	t2850
p8064	t2850
p8219	t2850
p8832	t2850
p11389	t2850
p11781	t2850
p13263	t2850
p13629	t2850
p13864	t2850
p513	t2851
p513	t2852
p518	t2853
p939	t2853
p1175	t2853
p2838	t2853
p3321	t2853
p4928	t2853
p4937	t2853
p5240	t2853
p5653	t2853
p6566	t2853
p6710	t2853
p7594	t2853
p8470	t2853
p8629	t2853
p8680	t2853
p8724	t2853
p8775	t2853
p8802	t2853
p8953	t2853
p9292	t2853
p10074	t2853
p10225	t2853
p10478	t2853
p10565	t2853
p10695	t2853
p10953	t2853
p11171	t2853
p11221	t2853
p11550	t2853
p11888	t2853
p12854	t2853
p13023	t2853
p13173	t2853
p13348	t2853
p517	t2854
p2230	t2854
p2689	t2854
p5321	t2854
p6162	t2854
p7685	t2854
p9357	t2854
p9766	t2854
p10307	t2854
p10434	t2854
p11802	t2854
p12520	t2854
p13975	t2854
p428	t2855
p1334	t2855
p1353	t2855
p2871	t2855
p3919	t2855
p5302	t2855
p5755	t2855
p6730	t2855
p6844	t2855
p13276	t2855
p518	t2856
p518	t2857
p13745	t2858
p2558	t2859
p5534	t2859
p5731	t2859
p11097	t2859
p520	t2860
p3325	t2860
p3687	t2860
p4079	t2860
p13424	t2860
p521	t2861
p6256	t2861
p6302	t2861
p7113	t2861
p10051	t2861
p521	t2862
p778	t2862
p522	t2863
p916	t2863
p12144	t2863
p522	t2864
p523	t2865
p523	t2866
p7444	t2866
p525	t2867
p810	t2867
p2425	t2867
p2470	t2867
p2478	t2867
p2487	t2867
p526	t2868
p770	t2868
p3462	t2868
p9880	t2868
p10364	t2868
p11402	t2868
p12608	t2868
p13520	t2868
p526	t2869
p4691	t2870
p8667	t2870
p532	t2871
p2464	t2871
p1562	t2872
p2222	t2872
p2290	t2872
p3704	t2872
p5944	t2872
p6604	t2872
p8107	t2872
p11209	t2872
p11210	t2872
p11432	t2872
p11575	t2872
p1140	t2873
p2862	t2873
p3491	t2873
p3544	t2873
p3878	t2873
p4270	t2873
p4346	t2873
p4401	t2873
p4558	t2873
p4777	t2873
p4779	t2873
p5006	t2873
p6770	t2873
p8306	t2873
p8563	t2873
p8757	t2873
p9063	t2873
p9553	t2873
p9629	t2873
p9698	t2873
p9786	t2873
p9809	t2873
p10053	t2873
p12619	t2873
p12863	t2873
p13025	t2873
p13810	t2873
p14134	t2873
p14235	t2873
p1515	t2874
p5941	t2874
p5978	t2874
p6023	t2874
p9956	t2874
p6830	t2875
p7390	t2875
p3630	t2876
p8896	t2876
p9572	t2876
p879	t2877
p8477	t2877
p9991	t2877
p14255	t2877
p833	t2878
p6661	t2878
p7030	t2878
p534	t2879
p2373	t2879
p2812	t2879
p2858	t2879
p3397	t2879
p7387	t2879
p7725	t2879
p8735	t2879
p10113	t2879
p534	t2880
p2391	t2880
p9455	t2880
p535	t2881
p1038	t2881
p4237	t2881
p13206	t2881
p536	t2882
p2544	t2882
p10115	t2883
p10997	t2884
p5224	t2885
p6280	t2885
p7930	t2885
p8531	t2885
p9038	t2885
p7770	t2886
p9203	t2886
p2173	t2887
p12394	t2887
p8228	t2888
p10605	t2888
p1228	t2889
p538	t2890
p539	t2891
p539	t2892
p4307	t2892
p4651	t2892
p7461	t2892
p13655	t2892
p540	t2893
p544	t2893
p1337	t2893
p541	t2894
p541	t2895
p1424	t2895
p3529	t2895
p3858	t2895
p5909	t2895
p3150	t2896
p3696	t2896
p3808	t2896
p3974	t2896
p12268	t2896
p12814	t2896
p13404	t2896
p13493	t2896
p13862	t2896
p5992	t2897
p6072	t2897
p6926	t2897
p7279	t2897
p9217	t2897
p9428	t2897
p2277	t2898
p2693	t2898
p9973	t2898
p10275	t2898
p10947	t2898
p9911	t2899
p542	t2900
p3062	t2900
p5069	t2900
p7716	t2900
p8983	t2900
p9647	t2900
p9769	t2900
p13000	t2900
p13002	t2900
p542	t2901
p2391	t2901
p2420	t2901
p7400	t2901
p542	t2902
p542	t2903
p835	t2903
p1153	t2903
p2334	t2903
p2399	t2903
p2406	t2903
p2413	t2903
p2565	t2903
p6692	t2903
p7076	t2903
p7215	t2903
p11805	t2903
p12984	t2903
p2329	t2904
p2351	t2904
p2438	t2904
p6486	t2904
p543	t2905
p660	t2906
p7639	t2906
p1436	t2907
p1565	t2907
p7011	t2907
p881	t2908
p1237	t2908
p1310	t2908
p4066	t2909
p9663	t2909
p10929	t2909
p7542	t2910
p2225	t2911
p2488	t2911
p3147	t2911
p3263	t2911
p4302	t2911
p4760	t2911
p4896	t2911
p5066	t2911
p8105	t2911
p8240	t2911
p8780	t2911
p11780	t2911
p11874	t2911
p11963	t2911
p12063	t2911
p12380	t2911
p12411	t2911
p12739	t2911
p12945	t2911
p13599	t2911
p13770	t2911
p13912	t2911
p7431	t2912
p13223	t2912
p13683	t2912
p803	t2913
p2347	t2913
p2506	t2913
p5912	t2913
p6835	t2913
p6836	t2913
p7076	t2913
p7717	t2913
p8407	t2913
p9992	t2913
p545	t2914
p7138	t2914
p545	t2915
p547	t2916
p548	t2917
p548	t2918
p7265	t2919
p8790	t2919
p10519	t2919
p11128	t2919
p550	t2920
p551	t2921
p551	t2922
p690	t2923
p839	t2923
p945	t2923
p1032	t2923
p1341	t2923
p2775	t2923
p3235	t2923
p6084	t2923
p7783	t2923
p9228	t2923
p9959	t2923
p10388	t2923
p13273	t2923
p13717	t2923
p754	t2924
p1393	t2924
p3232	t2924
p3507	t2924
p7340	t2924
p7429	t2924
p7569	t2924
p11133	t2924
p12444	t2924
p12485	t2924
p12608	t2924
p14008	t2924
p1394	t2925
p2813	t2925
p5214	t2925
p5249	t2925
p5513	t2925
p5530	t2925
p5727	t2925
p6074	t2925
p6489	t2925
p6955	t2925
p9155	t2925
p11977	t2926
p8864	t2927
p728	t2928
p4529	t2928
p5279	t2928
p8204	t2928
p10982	t2928
p13979	t2928
p14136	t2928
p554	t2929
p1377	t2929
p1451	t2929
p1326	t2930
p553	t2931
p554	t2932
p558	t2932
p806	t2932
p3877	t2932
p5602	t2932
p6288	t2932
p6964	t2932
p7482	t2932
p7598	t2932
p8355	t2932
p9170	t2932
p10975	t2932
p14371	t2932
p1505	t2933
p7631	t2933
p555	t2934
p710	t2934
p1341	t2934
p556	t2935
p2984	t2936
p3736	t2936
p4979	t2936
p5706	t2936
p5750	t2936
p6762	t2936
p9505	t2936
p11302	t2936
p12825	t2936
p13314	t2936
p13341	t2936
p13869	t2936
p3375	t2937
p3831	t2937
p3950	t2937
p4150	t2937
p9650	t2937
p10481	t2937
p12001	t2937
p12022	t2937
p13068	t2937
p13148	t2937
p13673	t2937
p13918	t2937
p9416	t2938
p13698	t2938
p562	t2939
p565	t2940
p565	t2941
p2604	t2941
p9852	t2941
p8357	t2942
p14000	t2942
p14241	t2942
p566	t2943
p2289	t2943
p8400	t2943
p10929	t2943
p11000	t2943
p11091	t2943
p11154	t2943
p14153	t2943
p5349	t2944
p10121	t2944
p10584	t2944
p942	t2945
p6502	t2945
p13557	t2946
p780	t2947
p8840	t2947
p780	t2948
p3042	t2948
p3697	t2948
p6089	t2948
p13652	t2948
p866	t2949
p993	t2949
p5266	t2949
p568	t2950
p5943	t2951
p13182	t2951
p14163	t2951
p569	t2952
p569	t2953
